"BillableHoursAmount","StaffAbbreviation","BillableHoursDate","MatterName"
"5.8","JRJ","2022-02-15","Hurst v. Knauf 10028.001"
"2.5","BPL","2022-10-03","Jasco Products Company, LLC - Timer 10038.032"
"1.1","CAJ","2023-05-12","Clubby Seltzers, LLC - General 10567.000"
"0.3","AEZ","2022-08-29","amshot LLC - General 10132.000"
"1.61","KWD","2025-02-24","ZZZ Dunnington, Kevin 9971.001"
"1.1","DAC","2021-07-21","Pascucci, Daniel - General 10056.000"
"0.4","RAW","2023-03-22","EightTwenty Oklahoma LLC - General 10689.000"
"1.2","JRJ","2020-09-03","Orange Leaf Holdings LLC - IP 10025.005"
"0.7","RAW","2024-08-05","Charles Harding - General 10778.000"
"6.0","JRJ","2021-05-29","GeoX Energy Inc - General 10191.000"
"1.0","JSM","2022-12-02","CR Lending - 21951 N Ben George 10637.008"
"0.2","ERH","2020-01-10","Dedicated Logistic Solutions - General 10067.000"
"0.5","TRB","2021-03-16","ATAD Investments, LLC - General 10363.000"
"0.1","AEZ","2022-10-04","Den-Tex Central dba Denny's Restaurant - Discrimination Claim 10784.001"
"0.5","ERH","2024-04-03","Boundless Hospitality LLC - General 10771.000"
"0.6","DAC","2021-09-27","Radian, L.L.C. v. Radiance Medical Aesthetics LLC 10550.002"
"1.0","BPL","2024-03-16","Apex MWD LLC - General 10716.000"
"0.8","CAJ","2025-01-13","JCWoods Investments, LLC - Lien 11173.002"
"0.7","DAC","2022-01-25","Sachleben, Bethany - Eviction 10641.001"
"0.3","ERH","2021-11-23","Grissom, Clay - General 10632.000"
"1.5","JSM","2023-03-21","Preserve at Covell HOA - General 10026.002"
"3.0","JER","2021-05-21","Integrity Testing, Inc. - GC2 10381.000"
"0.1","AEZ","2021-11-29","UHS of Delaware, Inc., dba Horizon Mental Health Management, LLC - Karla Smith 10009.005"
"0.1","AEZ","2022-08-15","Den-Tex Central dba Denny's Restaurant - Discrimination Claim 10784.001"
"6.4","DAC","2021-07-28","Porterfield, Jamie - Sedrick Williams & Fresh Start Realty LLC 10508.001"
"0.6","RAW","2020-08-27","Braden Group LLC - Employee Handbook 10360.001"
"2.3","AEZ","2022-02-23","Radio & TV Experts, LLC - General 10007.000"
"1.5","RAW","2021-05-26","NEXTGEN KINFOLK LLC -Sublease Agreement 10551.001"
"2.5","JER","2023-07-31","The Children's Center, Inc. - General 10397.000"
"0.5","DAC","2021-03-02","Brewer Family LLC - 115 Partners LLC Lease Dispute and Eviction 10486.001"
"1.1","BPL","2024-01-25","ESHouse 4 LLC - Company Formation 10916.001"
"0.2","AEZ","2024-06-04","Grasshopper Enterprises LLC - General 10972.000"
"1.9","BPL","2023-04-20","Apex MWD LLC - General 10716.000"
"0.4","AEZ","2023-03-28","New Bridge Resource Development LLC - General 10858.000"
"1.8","JRJ","2021-07-13","Moore Primary Care Inc. - OHCA Audit Litigation 10070.001"
"0.2","BPL","2019-10-15","Jasco Products Company, LLC - LED Light 10038.013"
"0.8","CNM","2022-06-29","QuivverPay LLC dba Cathedral Payments - General 10686.000"
"1.8","JLH","2023-11-02","Foraker Company - Sweetwater 10330.006"
"0.3","AEZ","2020-08-12","A.R.K. Ramos Architectural Signage, LLC - Employment and Corporate Issues 10001.001"
"0.3","ERH","2022-10-11","L&K REAL ESTATE LLC - Prospect Ave Quiet Title 10770.001"
"0.3","BPL","2020-06-19","Jasco Products Company, LLC - Remote Control-2 10038.025"
"2.5","DAC","2020-10-30","Foraker Company - Elk City 10330.001"
"1.0","TRB","2021-07-13","Gupta, Siddhartha - Trust Formation 10428.002"
"2.5","JRJ","2023-06-05","Adam Software, LLC - General 10907.000"
"0.4","RAW","2022-07-15","J&J HUDSON LLC -  JE Dunn Lease 10729.002"
"0.8","AEZ","2022-02-02","Avodah Transportation - General 10678.000"
"2.0","JRJ","2022-06-30","Patrick McKenzie Ministries Inc. - Lit DEF - Dept. of Education Suit 10608.001"
"1.7","JER","2022-09-16","Comma Insurance - General 10203.000"
"0.7","CNM","2022-12-29","WDCO NYC 001 LLC - Taconic Capital Loan 10572.005"
"4.5","TRB","2021-08-05","Deacon Lumber Company - Barnett Corp. Contract Assumption 10568.001"
"0.6","RAW","2022-11-10","Appraisal Shield - General 10100.000"
"0.4","CNM","2022-12-15","Compellier - Cemplex Group Texas v. Exxir Capital 10552.004"
"6.0","JER","2023-05-08","Triton Value Partners SW, LLC - GC2 10095.000"
"2.2","BPL","2021-02-19","Last Brand, Inc. - Trademark Application Hourly 10296.005"
"4.8","JRJ","2022-06-16","CHICAGO DT HOTEL INVESTMENT LLC - Westin Acquisition 10717.001"
"0.4","CAJ","2024-10-08","Ascend Hospitality Group - GC2 10109.010"
"1.1","JER","2019-12-16","Arcosa Specialty Materials - General 10065.000"
"0.3","AEZ","2020-11-02","DeatschWerks LLC - Sourcetech v. DeatschWerks 10324.001"
"1.9","BPL","2022-05-06","Access Downhole, LLC - Mud Motor Sideload Bearing 10014.007"
"0.4","BPL","2020-07-29","Resistol Services, LLC - White Star Petroleum Liens 10053.003"
"0.6","AEZ","2021-07-08","Biotech, Inc. - General 10270.000"
"0.2","JRJ","2025-02-19","StyleMedia.co - Respond to Demand Letter 11213.001"
"1.5","AEZ","2022-02-16","Mar-K Specialized Mfg., Inc. - Bed Wood and Parts, LLC 10005.002"
"0.7","ERH","2021-02-02","WD BRICKTOWN PARKING LLC - Company Formation 10463.001"
"1.9","RAW","2021-06-22","Kolander, Ron and Kim - SPUD Rezoning 10554.001"
"0.7","ERH","2024-11-26","Dayclub Modern Workspaces Midtown LLC - Buyout 10936.002"
"1.1","AEZ","2022-05-06","UHS of Delaware, Inc., dba Horizon Mental Health Management, LLC - Karla Smith 10009.005"
"0.5","JER","2021-02-03","The Children's Center, Inc. - General 10397.000"
"0.1","ERH","2019-12-05","Orange Leaf Holdings LLC - GC2 10025.000"
"0.5","WMJ","2024-04-02","Myaddo, Inc. - General 11072.000"
"2.4","AEZ","2020-01-07","Mar-K Specialized Mfg., Inc. - Greg Davis 10005.001"
"0.2","RAW","2021-08-26","SUPBROTH LLC - Asset Purchase and Restructure 10588.001"
"0.2","BPL","2020-08-28","Resistol Services - NuEra Disposals 10053.008"
"1.0","AEZ","2020-09-10","Hurst v. Knauf 10028.001"
"1.5","JSM","2022-10-13","Skirvin Hotel Investment LLC - Acquisition 10811.001"
"2.3","TRB","2021-08-17","VonAllmen Capital Partners - Marshall County Acquisition 10177.004"
"1.5","GNS","2025-03-05","Greg McAlister - Advanced Fiberglass Litigation 11129.008"
"0.1","AEZ","2022-09-07","Den-Tex Central dba Denny's Restaurant - Discrimination Claim 10784.001"
"0.5","ERH","2024-04-04","JLMB Real Estate Group LLC - Company Formation 11102.001"
"2.0","DAC","2021-09-07","Porterfield, Jamie - Sedrick Williams & Fresh Start Realty LLC 10508.001"
"2.8","TGF","2024-12-06","Charles Harding - General 10778.000"
"0.8","RAW","2024-12-26","OPERATIONREADYMIX LLC - Willoughby PSA 10742.004"
"0.5","RAW","2021-08-11","Edmond Ice House LLC - General 10261.000"
"2.3","CAJ","2023-10-11","1710 ORR Hotel Investment LLC - Hilton Acquisition 10722.001"
"0.5","RAW","2023-03-09","5ANDWAL, LLC - General 10839.000"
"2.1","JSM","2022-05-12","Mustang Road Medical LLC - Integris Lease 10713.001"
"5.3","JRJ","2020-07-30","Crown Cannabis - Trademark Protection 10333.001"
"0.6","ERH","2023-07-19","Blaine Dyer - General 10791.000"
"0.6","JRJ","2023-04-05","Darby, Gina - Dept of Education Action Corrected 10776.002"
"0.1","BPL","2023-10-19","Utex Industries Inc. - Hammerless Torqueless Connection Patent 10158.002"
"0.5","TGF","2023-08-11","First Oklahoma Bank - Humphreys Co Revolving Line 10939.001"
"0.6","RAW","2024-07-08","Dustin Bashaw - General 11113.000"
"0.2","AEZ","2019-11-14","KFC of McAlester, Inc. - General 10129.000"
"0.5","AEZ","2021-01-25","A-Tech Paving - General 10033.000"
"0.5","JER","2022-10-12","HiVolt Energy Holdings LLC - General 10662.000"
"2.3","JRJ","2023-05-24","Allparts Music Corp. dba Walrus Audio - Badass Bass Bridge patent application 10368.031"
"0.8","CAJ","2023-12-22","Pivot Project Development LLC - NOVA Project 10027.009"
"1.5","TGF","2024-09-18","CR Lending - Match21 Foreclosure 10637.019"
"0.3","AEZ","2020-08-21","Radio & TV Experts, LLC - General 10007.000"
"0.1","AEZ","2021-09-03","Radio & TV Experts, LLC - Common Law Trademark Infringement 10007.003"
"0.3","ERH","2022-01-10","HiVolt Energy LLC - General 10200.000"
"0.3","ERH","2021-07-22","ONEYETMANY LLC - Muse Lease 10094.011"
"1.0","JRJ","2022-03-17","Utex Industries Inc. - Check Valve with Cage Provisional 10158.006"
"0.7","TRB","2021-08-26","Iced Tea LLC - Tower Theater 10143.001"
"1.5","JSM","2021-10-07","DHP Commercial LLC - Zio's Breach of Contract 10163.002"
"1.5","TRB","2021-11-11","Iced Tea LLC - Tower Theater 10143.001"
"0.8","CAJ","2024-08-13","WDCO NYC 001 LLC - General 10572.000"
"0.5","ERH","2024-02-29","Goose Valley LLC - General 10958.000"
"0.2","BPL","2021-09-16","84HG LLC - General 10597.000"
"1.8","JRJ","2023-08-25","Utex Industries Inc. - Hammerless Torqueless Connection Patent 10158.002"
"1.5","TRB","2021-06-02","Iced Tea LLC - Tower Theater 10143.001"
"0.3","ERH","2025-03-13","FIRM - RLG v Private Label Supplements, Inc. and Steven Anderson 10000.003"
"1.4","RAW","2021-10-29","WDCO NYC 001 LLC - General 10572.000"
"1.5","RAW","2022-03-21","Jeldy, Frank - JRTW Real Estate LLC - Real Estate Purchase Negotiation 10708.001"
"0.6","JSM","2023-03-22","STRUBLE PROPERTIES L.L.C. - Sideline Bar and Grill Lease 10619.004"
"2.2","ERH","2020-05-08","Hurst v. Knauf 10028.001"
"0.1","BPL","2020-12-09","BrewTru LLC - General 10254.000"
"1.4","JRJ","2021-01-13","Allparts Music Corp. dba Walrus Audio - Synergy SLO trademark infringement litigation 10368.002"
"2.1","JSM","2022-04-05","Foraker Company - Pecos TX 10330.003"
"3.6","CNM","2022-08-01","1710 ORR Hotel Investment LLC - Hilton Acquisition 10722.001"
"0.2","BPL","2023-05-23","Jasco Products Company, LLC - Landscape Lights Patent 10038.035"
"1.5","CAJ","2024-12-05","WD ADVENTURE DISTRICT LLC - Retail Site 10901.003"
"1.2","BPL","2023-05-17","DoubleBarrel Downhole Technologies - General 10090.000"
"0.5","TRB","2021-05-18","Moline, Trent - General 10553.000"
"1.0","ERH","2021-03-22","Suite T, LLC - General 10139.000"
"1.5","BPL","2020-12-21","Murphy - Muphy-Inastir Baking Container 10361.002"
"0.3","AEZ","2023-05-25","David Abernethy - General 10569.000"
"0.7","JER","2023-05-18","PRAIRIE NAV FUND - Private Placement 2 10764.002"
"0.8","JRJ","2023-10-19","HSI Sensing - Trademark Application Filing 10829.002"
"0.2","RAW","2020-12-09","Orange Leaf Holdings LLC - BRIX Acquisition 10025.015"
"0.1","AEZ","2021-01-13","Shellback General Contracting Co. - Allstate Electrical 10057.003"
"0.7","DAC","2021-05-20","Brent Brewer - Brent and Lori Brewer - General 10512.001"
"0.1","DAC","2021-02-09","PD-Rx Pharmaceuticals, Inc - Board of County Commissioners of OK County v. Purdue Pharm 10081.001"
"0.5","ERH","2020-11-16","Farm 405 LLC - Company Formation and Operating Agreement 10410.001"
"0.2","AEZ","2024-08-06","Dulaney's, Inc. - Probate 10204.003"
"2.5","TGF","2024-09-04","STRUBLE PROPERTIES L.L.C. - McPherson Quiet Title Action 10619.007"
"1.0","RAW","2023-09-25","CR Lending - Saddle Gap Estates Loan 10637.012"
"0.3","RAW","2021-03-11","New Files Holding 10000.000"
"0.7","ERH","2023-02-03","Aaron Heeg - Heeg Enterprises, LLC Formation 10854.001"
"0.3","DAC","2020-08-14","PD-Rx Pharmaceuticals, Inc. - General 10081.000"
"3.0","JER","2021-10-13","Integrity Testing, Inc. - GC2 10381.000"
"2.0","JER","2024-11-19","IDS-Innovative Dispense Solutions - Estate Planning 10973.001"
"0.1","BPL","2023-12-21","Jasco Products Company, LLC - Surge Protector Patent-2 10038.047"
"1.0","JER","2019-12-20","Dental Depot - Sub DSO Dentist Acquisitions 10046.003"
"1.4","JRJ","2022-05-26","Utex Industries Inc. - Composite BX Ring Patent Application 10158.014"
"0.2","ERH","2022-12-09","Boundless Hospitality LLC - General 10771.000"
"0.7","JER","2022-10-11","Schmele, June - Estate Planning 10329.001"
"0.8","JRJ","2019-12-10","Homestead Medical Clinic - OHCA Appeal DO NOT BILL 10066.002"
"0.2","AEZ","2024-08-08","Legacy Cryogenic Transportation - General 10186.000"
"0.1","BPL","2023-07-26","84HG LLC - General 10597.000"
"0.8","JRJ","2024-12-27","Appraisal Shield - Utah Department of Commerce 10100.002"
"2.0","JRJ","2021-06-09","Utex Industries Inc. - Check Valve with Cage Provisional 10158.006"
"0.7","RAW","2020-10-07","amshot LLC - General 10132.000"
"0.3","RAW","2021-08-04","ROSELAND HOLDINGS LLC - General 10523.000"
"1.0","JER","2020-12-03","EIGHTTWENTY OZ FUND LLC - FUND FORMATION 10414.001"
"1.0","JER","2025-02-03","VonAllmen Capital Partners - Little Egypt 10177.007"
"2.6","RAW","2020-01-16","ICS v. Noles, Jade 10026.001"
"1.6","TGF","2025-02-25","HARDTOFIND, LLC - General 11140.000"
"0.8","ERH","2020-07-01","Pinnacle Partners LLC - General 10335.000"
"2.7","TRB","2020-09-17","amshot LLC - General 10132.000"
"2.3","JRJ","2023-07-12","Tribune Capital LLC - EOTE License Agreement 10116.013"
"0.4","RAW","2023-11-14","amshot LLC - General 10132.000"
"0.5","JSM","2021-12-17","Moore, Russell - General 10673.000"
"0.4","JER","2024-12-09","Rapid Holdings LLC - General 11193.000"
"0.3","BPL","2021-05-12","Resistol Services, LLC - Generation Four Disposals 10053.005"
"1.5","JSM","2023-03-29","amshot LLC - General 10132.000"
"0.3","AEZ","2023-07-18","Radio & TV Experts, LLC - General 10007.000"
"3.0","JRJ","2024-05-14","Ascend Hospitality Group - GC2 10109.010"
"0.1","AEZ","2023-12-07","Inspire Specialty Hospital - Longevity Health Plan 10949.001"
"0.2","AEZ","2020-01-22","MTC Holsters LLC - CrossBreed 10106.001"
"2.4","BPL","2023-02-15","The Children's Center, Inc. - General 10397.000"
"0.2","ERH","2020-06-19","Providence Development Group LLC - Elysee St 2 LLC - COFO 10135.002"
"1.3","JRJ","2020-10-09","Homestead Medical Clinic - General DO NOT BILL 10066.000"
"1.7","HEB","2025-02-26",""
"0.1","AEZ","2020-03-10","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"0.5","JRJ","2022-05-16","GeoX Energy Inc - General 10191.000"
"0.5","TGF","2023-10-03","Kanatzar, Daniel and LeAnn - Estate Planning 10926.001"
"1.5","BPL","2023-02-28","84HG LLC - General 10597.000"
"1.0","CAJ","2024-08-08","WD PICKLEBALL, LLC - General 11134.000"
"4.1","JER","2022-03-16","EightTwenty Oklahoma LLC - General 10689.000"
"0.9","JRJ","2022-10-24","Homestead Medical Clinic - Telligen Letter DO NOT BILL 10066.003"
"0.5","RAW","2023-04-06","Bismarck Renaissance LLC - General 10259.002"
"2.5","JRJ","2024-06-19","Appraisal Shield - Utah Department of Commerce 10100.002"
"1.3","AEZ","2024-06-05","Blandford, Mark - General 10565.000"
"2.0","TRB","2020-01-07","VonAllmen Capital Partners - River City 10177.001"
"1.3","ERH","2021-06-23","Gutter Source, LLC - Acquisition 10558.001"
"0.5","RAW","2025-01-17","USA Digital Communications, Inc.- General 11165.000"
"0.1","AEZ","2021-04-26","Smith, Narda Anne - CFS Brands, LLC 10318.001"
"0.6","RAW","2019-12-03","ICS v. Noles, Jade 10026.001"
"2.9","RAW","2021-02-08","Charlotte Hotel Investment, LLC - Charlotte Hilton Acquisition 10445.002"
"0.4","JER","2019-11-07","Liddell, Mike - Estate Planning 10178.001"
"2.0","TGF","2024-11-04","CR Lending - Match21 Foreclosure 10637.019"
"0.1","AEZ","2024-05-06","Santiago-Brennan McDonald's, Inc. - Latonya M. Christian EEOC Claim 10934.002"
"1.25","TGF","2024-03-21","Mike Vance - General 11012.000"
"0.4","AEZ","2020-08-10","Radio & TV Experts, LLC - General 10007.000"
"1.8","RAW","2020-12-09","EIGHTTWENTY OZ FUND LLC - FUND FORMATION 10414.001"
"0.8","RAW","2022-12-14","WDCO VENTURES LLC - General 10648.000"
"4.5","CAJ","2024-02-06","555 Peoria LLC - Private Placement Offering 10792.001"
"0.2","DAC","2020-10-21","Pascucci - Wilson Trust Administration 10056.002"
"0.1","AEZ","2021-09-09","Hiley Acura of Fort Worth Texas - Sharifi v. Hiley Acura of Fort Worth Texas 10511.001"
"6.8","JRJ","2025-01-08","Appraisal Shield - Utah Department of Commerce 10100.002"
"1.0","JER","2022-10-26","Triton Value Partners SW, LLC - GC2 10095.000"
"0.5","AEZ","2019-12-17","Threet v. Thompson, et al. 10047.003"
"0.8","JRJ","2022-01-24","GeoX Energy Inc - GC2 10191.005"
"0.3","AEZ","2020-01-27","DiEnna, Christine - Employment Dispute - Alliance Health Midwest 10048.001"
"0.5","TRB","2020-09-10","PRAIRIE OAK INVESTMENTS SOSA LLC - Company Formation 10338.001"
"1.5","JER","2022-03-22","EightTwenty Oklahoma LLC - General 10689.000"
"0.7","BPL","2023-08-15","Jasco Products Company, LLC - Light Fixture 10038.024"
"0.2","JRJ","2022-08-10","Hurst v. Knauf 10028.001"
"1.0","AEZ","2023-08-18","Mar-K Specialized Mfg., Inc. - Bed Wood and Parts, LLC 10005.002"
"1.9","BPL","2023-03-08","Project Holdings LLC - Lucas0403 10155.002"
"0.1","AEZ","2021-01-12","Bennett Construction, Inc. - General 10122.000"
"0.7","AEZ","2024-09-17","Robinson Park - General 10469.000"
"0.3","AEZ","2021-11-15","United Mechanical, Inc. - General 10167.000"
"0.1","ERH","2020-10-12","OSTEEN AND MINE LLC - Tapwerks Lease 10359.001"
"1.1","JER","2023-04-12","HiVolt Energy LLC - Company Formation 10200.001"
"5.1","JER","2021-12-30","RAD COFFEE OZ FUND LLC - OZ Fund Formation 10607.001"
"0.3","AEZ","2023-08-14","Bartlesville 501 LLC - General 10113.000"
"2.0","JER","2020-07-01","OZSOL, LLC - Lakeview Opportunity Zone 10272.001"
"0.7","JRJ","2022-04-26","Hurst v. Knauf 10028.001"
"0.3","ERH","2023-02-10","Last Brand, Inc. - Fundraising Due Diligence and Disclosure Schedules 10296.019"
"0.3","ERH","2021-03-29","Pivot Project Development LLC - Reorganization 10027.003"
"2.7","DAC","2022-01-04","Green Leaf Pharmaceutical LLC - General 10601.000"
"2.5","JSM","2023-06-05","Appraisal Shield - General 10100.000"
"1.3","JRJ","2023-07-05","Ascend Hospitality Group - STANFORD MD Trademark Infringement Litigation 10109.008"
"2.5","JER","2020-01-13","Triton Value Partners SW, LLC - GC2 10095.000"
"0.5","ERH","2024-02-23","Dulaney's, Inc. - Corporate 10204.001"
"0.2","JRJ","2019-11-27","Homestead Medical Clinic - OHCA Appeal DO NOT BILL 10066.002"
"6.2","DAC","2020-11-13","Tanenbaum Equity Partners - Corecivic, Inc. Portfolio Purchase 10398.001"
"2.5","JER","2023-03-03","Triton Value Partners SW, LLC - GC2 10095.000"
"3.0","WMJ","2024-05-02","Building Culture - General 10982.000"
"0.6","RAW","2021-06-03","PERSIMMON PARTNERS LLC - General 10583.000"
"1.2","JER","2021-12-15","WDCO VENTURES LLC - General 10648.000"
"0.5","DAC","2022-02-09","Edmond Ice House LLC - General 10261.000"
"0.8","AEZ","2022-11-21","Holtkamp Petersen Enterprises, Inc. - Thompson 10797.001"
"0.7","ERH","2024-02-16","Darby, Gina - General 10776.000"
"0.4","DAC","2020-03-04","Surexpress Transport LLC - LSO Final Mile Dispute 10234.001"
"0.2","BPL","2021-09-08","Compellier - GC2 General 10552.000"
"1.1","DAC","2021-01-28","Ready Set Go Children's Therapy Center - Corporate General Legal Work 10456.000"
"2.0","JER","2021-12-27","ASD888QOZ LLC - OZ Fund Formation 10650.001"
"0.9","RAW","2022-12-07","MSA Investors, LLC - General 10802.000"
"0.4","RAW","2023-08-07","EightTwenty Oklahoma LLC - General 10689.000"
"0.2","TRB","2021-07-22","Pivot Project Development LLC - WPA Development Partners 10027.001"
"0.2","JRJ","2023-08-03","Utex Industries Inc. - Hammerless Torqueless Connection Patent 10158.002"
"1.1","ERH","2021-05-05","Hurst v. Knauf 10028.001"
"0.3","WMJ","2024-06-04","Ready 3, LLC - General 10977.000"
"0.1","AEZ","2020-05-05","UHS of Delaware, Inc., dba Horizon Mental Health Management, LLC - Regina Gower - 20195045 10009.002"
"0.2","AEZ","2022-03-28","Shellback General Contracting Co. - Allstate Electrical 10057.003"
"1.6","JRJ","2021-09-07","GeoX Energy Inc - General 10191.000"
"0.3","JRJ","2022-04-11","Allparts Music Corp. dba Walrus Audio - General 10368.000"
"1.6","JRJ","2024-11-07","Ascend Hospitality Group - GC2 10109.010"
"0.4","CAJ","2025-03-03","HALONA ONE LLC - PPM 11031.001"
"0.2","AEZ","2020-08-06","Bennett Construction, Inc. - General 10122.000"
"1.7","JER","2023-02-02","GFO COMPANIES LLC - Pasteur Flats OZ Fund 10610.001"
"1.5","ERH","2023-06-27","WDCO VENTURES LLC - General 10648.000"
"1.3","AEZ","2020-03-04","UHS of Delaware, Inc. - Jesica Sanders 10009.001"
"0.3","BPL","2021-08-12","Owen, Kelly - Geico Coverage Demand 10586.001"
"1.2","JER","2023-07-21","Quillen, Jim - General 10494.000"
